Epoch,Train Loss,Val Loss,Mean IoU,Time (s)
1,0.9009086191654205,0.9715949594974518,0.19225252535503462,150.37793016433716
2,0.45439526651586803,0.5901438891887665,0.1922655741371253,163.52117562294006
3,0.29455846548080444,0.28973621129989624,0.1922655741371253,163.621666431427
4,0.21734851598739624,0.2563761845231056,0.1922655741371253,168.24705982208252
5,0.18070940407259123,0.23564300686120987,0.1922655741371253,166.44959092140198
6,0.15517188661864825,0.3144554942846298,0.1922655741371253,157.5249743461609
7,0.13815571101648466,0.19167885929346085,0.1922655741371253,150.04016089439392
8,0.12603022104927472,0.20667863637208939,0.1922655741371253,158.99725794792175
9,0.11855539413435119,0.1757403090596199,0.1928704829423697,168.31910157203674
10,0.11230084672570229,0.2174687311053276,0.1922655741371253,177.27668595314026
11,0.1060984767973423,0.16737979650497437,0.19283267176673366,173.97197842597961
12,0.10188022761472634,0.2176371067762375,0.19228562226603516,177.62937664985657
13,0.09694620647600719,0.19173499941825867,0.1922655741371253,1677.2336356639862
14,0.09430089805807386,0.14219620451331139,0.20214553769814808,175.86010813713074
15,0.09105589480272361,0.22745679318904877,0.1922655741371253,225.34612917900085
16,0.09157438123864788,0.18291103094816208,0.19251990577412093,208.3074951171875
17,0.08353592881134578,0.18163608759641647,0.1922655741371253,190.16776847839355
18,0.07998669546629701,0.19184602051973343,0.1922655741371253,192.73985075950623
19,0.08054815591978175,0.12901628762483597,0.24071679911262372,189.66342306137085
20,0.08101038741213935,0.15366361662745476,0.2207517364188421,175.50931572914124
21,0.07421571442059108,0.2187502607703209,0.1922655741371253,174.27719259262085
22,0.07441859000495502,0.16197684407234192,0.2098939919965785,173.67481899261475
23,0.07127709952848298,0.2137785702943802,0.19227715667296932,171.12909245491028
24,0.07539075373538903,0.14387296885252,0.20506368632224015,181.55417466163635
